"Unique ID","Q2 - Did you switch careers into Data?",Satisfaction_Salary,Satisfaction_WorkLife,Satisfaction_Coworkers,Satisfaction_Management,Satisfaction_Upward,Satisfaction_Learning,"Q7 - How difficult was it for you to break into Data?",Q8_Most_Important_Thing,"Q9 - Male/Female?","Q11 - Which Country do you live in?","Q12 - Highest Level of Education","Q4 - What Industry do you work in?",Current_Role,min_salary,max_salary,avg_salary,Favorite_Language,Clean_Date,Age,"Q10 - Current Age",Age_Brackets,Clean_Ethnicity
62a7ce44575fa3a5ae8ece5f,No,0.0,6.0,4.0,5.0,2.0,4.0,"Very Difficult","Remote Work",Female,"United States",Bachelors,Education,"Student / Job Seeker",0,40000,20000.0000,Python,2022-06-13,22,22,21-25,"Hispanic / Latino"
62a7e1380f8c8599d5b55fcf,Yes,2.0,6.0,6.0,4.0,3.0,3.0,Difficult,"Better Salary",Male,"United States",Bachelors,Healthcare,"Data Analyst",66000,85000,75500.0000,None,2022-06-13,35,35,31-35,"Hispanic / Latino"
62a7e2d024a26260273e4448,Yes,4.0,3.0,4.0,4.0,4.0,6.0,"Very Difficult","Better Salary",Male,Singapore,Bachelors,"Finance / Banking","Data Analyst",66000,85000,75500.0000,Python,2022-06-13,30,30,26-30,"Asian / Asian American"
62a7ed9c0f8c8599d5b57132,No,4.0,6.0,3.0,2.0,3.0,3.0,"Neither easy nor difficult","Good Culture",Male,Canada,Bachelors,"Legal & Public Sector","Data Engineer",150000,225000,187500.0000,Python,2022-06-13,37,37,36-40,"Asian / Asian American"
62a7f09a0f8c8599d5b57526,Yes,6.0,7.0,7.0,5.0,5.0,9.0,Difficult,"Better Salary",Female,"United States",Masters,"Aviation & Transportation","Data Analyst",66000,85000,75500.0000,Python,2022-06-13,28,28,26-30,"Black / African"
62a7fb02f8d5efcc22fe2486,No,7.0,5.0,6.0,6.0,4.0,6.0,"Neither easy nor difficult","Good Culture",Male,"United States","High School","Legal & Public Sector","Data Analyst",86000,105000,95500.0000,Python,2022-06-13,23,23,21-25,"White / Caucasian"
62a816907dc029e2d6725a33,No,3.0,4.0,8.0,5.0,5.0,3.0,"Neither easy nor difficult","Better Salary",Male,"United States","High School","Finance / Banking","Student / Job Seeker",0,40000,20000.0000,Python,2022-06-14,26,26,26-30,"Asian / Asian American"
62a84764bc6861bf317d7b86,No,2.0,4.0,4.0,3.0,4.0,4.0,"Neither easy nor difficult","Good Work/Life Balance",Male,Australia,Bachelors,Distribution,"Data Analyst",66000,85000,75500.0000,Python,2022-06-14,25,25,21-25,Other
62a84f9af408bae018f41e34,No,0.0,1.0,2.0,1.0,1.0,1.0,"Neither easy nor difficult","Remote Work",Male,India,Bachelors,"Tech / IT","Data Analyst",0,40000,20000.0000,Python,2022-06-14,23,23,21-25,"Asian / Asian American"
62a85803f8d5efcc22fea92f,Yes,0.0,1.0,0.0,0.0,0.0,0.0,"Neither easy nor difficult","Good Culture",Male,Nigeria,Bachelors,"Not Specified","Student / Job Seeker",0,40000,20000.0000,None,2022-06-14,53,53,50+,"Black / African"
62a8592f7dc029e2d672c0a8,Yes,4.0,6.0,6.0,3.0,7.0,9.0,"Neither easy nor difficult","Better Salary",Female,Romania,Bachelors,"Tech / IT","Data Engineer",0,40000,20000.0000,Python,2022-06-14,33,33,31-35,"White / Caucasian"
62a8643bcec54911e9d14297,Yes,3.0,5.0,5.0,4.0,5.0,6.0,Difficult,"Better Salary",Male,NULL,"High School","Finance / Banking","Student / Job Seeker",0,40000,20000.0000,R,2022-06-14,39,39,36-40,"Black / African"
62a8665c5d257a28a31474f7,Yes,6.0,7.0,5.0,7.0,7.0,9.0,Difficult,"Better Salary",Female,"United Kingdom",Bachelors,Healthcare,"Data Analyst",0,40000,20000.0000,Other,2022-06-14,22,22,21-25,"White / Caucasian"
62a868c5cf2555431737094b,No,4.0,7.0,7.0,7.0,5.0,5.0,Easy,"Better Salary",Male,Germany,Bachelors,"Finance / Banking","Data Analyst",41000,65000,53000.0000,Python,2022-06-14,24,24,21-25,"White / Caucasian"
62a88e9ff8d5efcc22ff1eb6,No,5.0,1.0,3.0,1.0,4.0,5.0,Difficult,"Good Work/Life Balance",Male,Canada,"High School","Energy & Utilities","Data Architect / Database Administrator",86000,105000,95500.0000,Python,2022-06-14,31,31,31-35,"White / Caucasian"
62a89e365d257a28a314fd36,Yes,0.0,0.0,0.0,0.0,0.0,0.0,"Very Difficult","Better Salary",Male,Other,Bachelors,"Retail / E-Commerce","Data Analyst",0,40000,20000.0000,Python,2022-06-14,25,25,21-25,"Asian / Asian American"
62a8b6ffbae91e4b8b8aa5c2,No,4.0,7.0,7.0,6.0,6.0,6.0,"Neither easy nor difficult","Better Salary",Male,India,Bachelors,"Tech / IT","Student / Job Seeker",0,40000,20000.0000,R,2022-06-14,25,25,21-25,"Asian / Asian American"
62a8bf9e575fa3a5ae907617,No,3.0,4.0,4.0,4.0,2.0,0.0,"Neither easy nor difficult","Good Work/Life Balance",Male,India,Bachelors,"Tech / IT","Data Analyst",0,40000,20000.0000,Python,2022-06-14,23,23,21-25,"Asian / Asian American"
62a8cd29bc6861bf317ea9a2,Yes,6.0,7.0,7.0,7.0,7.0,6.0,"Neither easy nor difficult",Other,Male,India,Bachelors,"Digital Marketing",Other,41000,65000,53000.0000,SQL,2022-06-14,23,23,21-25,"Asian / Asian American"
62a8f477f408bae018f5869d,No,8.0,9.0,8.0,8.0,8.0,9.0,Difficult,"Better Salary",Male,"United States","High School",Healthcare,"Data Analyst",86000,105000,95500.0000,Python,2022-06-14,40,40,36-40,"White / Caucasian"
62a8fcf5cf25554317384604,No,5.0,6.0,6.0,2.0,0.0,4.0,"Neither easy nor difficult","Better Salary",Male,"United States",Bachelors,"Student / Unemployed","Data Analyst",41000,65000,53000.0000,"C / C++",2022-06-14,29,29,26-30,"Hispanic / Latino"
62a8fe9abc6861bf317f0c01,Yes,1.0,7.0,5.0,5.0,4.0,4.0,Difficult,"Better Salary",Male,India,Bachelors,"Tech / IT","Data Analyst",0,40000,20000.0000,Python,2022-06-14,28,28,26-30,"Asian / Asian American"
62a9024d18134ddc75d6e76d,Yes,3.0,6.0,6.0,4.0,6.0,3.0,"Very Easy","Better Salary",Female,"United Kingdom",Masters,Healthcare,"Data Analyst",0,40000,20000.0000,R,2022-06-14,28,28,26-30,"Black / African"
62a95253bae91e4b8b8b91d9,Yes,0.0,3.0,3.0,4.0,5.0,5.0,Difficult,"Good Work/Life Balance",Female,India,Masters,"Retail / E-Commerce","Student / Job Seeker",0,40000,20000.0000,Python,2022-06-14,26,26,26-30,"Asian / Asian American"
62a960567dc029e2d6749dd8,No,6.0,8.0,8.0,5.0,5.0,5.0,"Neither easy nor difficult","Better Salary",Male,Netherlands,Masters,Construction,"Data Engineer",41000,65000,53000.0000,Python,2022-06-15,30,30,26-30,"White / Caucasian"
62a9612bf8d5efcc22007c09,Yes,5.0,9.0,7.0,9.0,8.0,9.0,"Neither easy nor difficult","Better Salary",Male,Australia,Bachelors,Education,"Data Analyst",66000,85000,75500.0000,SQL,2022-06-15,27,27,26-30,"Asian / Asian American"
62a962380f8c8599d5b7e3fb,Yes,2.0,0.0,5.0,3.0,0.0,3.0,"Very Difficult","Remote Work",Male,Nigeria,Bachelors,"Retail / E-Commerce","Data Analyst",0,40000,20000.0000,None,2022-06-15,28,28,26-30,"Black / African"
62a993537dc029e2d674e9b5,No,3.0,3.0,5.0,3.0,3.0,4.0,"Neither easy nor difficult","Good Work/Life Balance",Female,Nigeria,Masters,Education,"Data Analyst",66000,85000,75500.0000,Python,2022-06-15,38,38,36-40,"Black / African"
62a9bb81bc6861bf3180079c,No,2.0,6.0,5.0,5.0,6.0,6.0,Easy,"Good Culture",Male,Mexico,Bachelors,"Finance / Banking","Data Analyst",0,40000,20000.0000,Python,2022-06-15,22,22,21-25,"White / Caucasian"
62a9c880f408bae018f6aa1b,Yes,7.0,8.0,9.0,9.0,9.0,9.0,Difficult,"Better Salary",Male,"United States",Bachelors,"Energy & Utilities","Data Analyst",86000,105000,95500.0000,Python,2022-06-15,34,34,31-35,"Hispanic / Latino"
62a9e206f3072dd8926bce70,No,3.0,8.0,8.0,5.0,7.0,9.0,Easy,"Better Salary",Male,Indonesia,Bachelors,"Tech / IT","Data Analyst",0,40000,20000.0000,Python,2022-06-15,26,26,26-30,"Asian / Asian American"
62a9f0172e54c9003e5cdc25,Yes,5.0,9.0,7.0,7.0,8.0,9.0,"Neither easy nor difficult","Better Salary",Female,Canada,Bachelors,"Tech / IT","Data Analyst",66000,85000,75500.0000,Python,2022-06-15,26,26,26-30,"Asian / Asian American"
62a9f8a4cf2555431739d694,No,10.0,10.0,10.0,9.0,9.0,10.0,Difficult,"Remote Work",Male,Greece,Bachelors,Education,"Data Engineer",66000,85000,75500.0000,Python,2022-06-15,25,25,21-25,Other
62aa121dcec54911e9d446cc,Yes,5.0,3.0,7.0,4.0,5.0,3.0,Easy,Other,Male,"United States",Bachelors,"Tech / IT","Data Scientist",125000,150000,137500.0000,Python,2022-06-15,34,34,31-35,"Black / African"
62aa1734f3072dd8926c4168,Yes,7.0,10.0,10.0,10.0,4.0,5.0,"Neither easy nor difficult","Good Work/Life Balance",Female,Poland,Bachelors,"Finance / Banking",Other,41000,65000,53000.0000,"Power Query / DAX",2022-06-15,32,32,31-35,"Hispanic / Latino"
62aa21e218134ddc75d8be11,No,2.0,2.0,2.0,2.0,2.0,2.0,Difficult,"Better Salary",Male,"United States",Associates,Construction,"Student / Job Seeker",0,40000,20000.0000,R,2022-06-15,24,24,21-25,"Black / African"
62aa29852e54c9003e5d50b5,Yes,7.0,3.0,3.0,2.0,5.0,9.0,Difficult,"Better Salary",Male,Argentina,Bachelors,"Tech / IT","Data Engineer",0,40000,20000.0000,Python,2022-06-15,26,26,26-30,"Hispanic / Latino"
62aa2f44bc6861bf3180fd06,Yes,4.0,7.0,5.0,6.0,4.0,6.0,Difficult,"Better Salary",Female,Sweden,Masters,"Retail / E-Commerce","Data Analyst",41000,65000,53000.0000,SQL,2022-06-15,32,32,31-35,"Black / African"
62aa3454bae91e4b8b8d3249,No,5.0,1.0,7.0,1.0,1.0,2.0,"Neither easy nor difficult","Good Work/Life Balance",Male,Portugal,Masters,"Tech / IT","Data Scientist",41000,65000,53000.0000,R,2022-06-15,40,40,36-40,"White / Caucasian"
62aa34e8f3072dd8926c7d56,No,0.0,7.0,1.0,6.0,0.0,0.0,Easy,"Better Salary",Male,"United States",Bachelors,"Consumer Goods","Data Analyst",0,40000,20000.0000,Python,2022-06-15,27,27,26-30,"Black / African"
62aa356ff8d5efcc22020832,Yes,4.0,3.0,6.0,7.0,4.0,7.0,Easy,"Better Salary",Male,"United States",Masters,"Tech / IT","Data Analyst",66000,85000,75500.0000,R,2022-06-15,28,28,26-30,"Black / African"
62aa3e6824a26260274264da,Yes,1.0,9.0,5.0,5.0,1.0,1.0,Difficult,"Better Salary",Male,Nigeria,Bachelors,FMCG,"Data Analyst",0,40000,20000.0000,Python,2022-06-15,30,30,26-30,Other
62aa4790f8d5efcc2202266e,Yes,0.0,6.0,5.0,5.0,5.0,6.0,Difficult,"Remote Work",Male,"United States",Bachelors,"Student / Unemployed","Data Analyst",0,40000,20000.0000,Python,2022-06-15,37,37,36-40,"White / Caucasian"
62aa5761bc6861bf318141fc,No,7.0,7.0,5.0,5.0,0.0,0.0,Difficult,"Good Culture",Male,Australia,Bachelors,"Tech / IT",Other,41000,65000,53000.0000,JavaScript,2022-06-15,32,32,31-35,"Asian / Asian American"
62aa5c11f408bae018f7dec0,Yes,9.0,7.0,10.0,10.0,5.0,8.0,"Neither easy nor difficult","Better Salary",Male,"Saudi Arabia",Bachelors,"Tech / IT","Data Analyst",41000,65000,53000.0000,Python,2022-06-15,24,24,21-25,Other
62aa956ef8d5efcc22028e3d,Yes,6.0,7.0,7.0,7.0,5.0,6.0,"Neither easy nor difficult","Better Salary",Male,Argentina,Associates,"Tech / IT","Data Analyst",0,40000,20000.0000,Python,2022-06-15,39,39,36-40,"White / Caucasian"
62aa95970a77c1a77f709268,Yes,6.0,8.0,7.0,4.0,4.0,2.0,Easy,Other,Male,Australia,Bachelors,"Finance / Banking","Data Analyst",125000,150000,137500.0000,Python,2022-06-15,34,34,31-35,"Asian / Asian American"
62aa98bfcf255543173adbdc,No,5.0,6.0,10.0,7.0,3.0,3.0,"Neither easy nor difficult","Remote Work",Male,"United States",Bachelors,"Defense & Security","Data Analyst",41000,65000,53000.0000,Python,2022-06-15,27,27,26-30,"Black / African"
62aaa387f8d5efcc22029fcb,Yes,7.0,7.0,4.0,7.0,7.0,7.0,Difficult,"Better Salary",Male,"United States","High School",Healthcare,"Data Analyst",66000,85000,75500.0000,SQL,2022-06-15,54,54,50+,"White / Caucasian"
62aaa86bbae91e4b8b8dc832,No,0.0,,,,,,Difficult,"Remote Work",Female,India,Bachelors,"Tech / IT","Student / Job Seeker",0,40000,20000.0000,Python,2022-06-15,20,20,"Under 21","Asian / Asian American"
62aacd922e54c9003e5e33c2,Yes,3.0,3.0,3.0,3.0,3.0,3.0,"Neither easy nor difficult","Good Work/Life Balance",Male,India,Masters,"Finance / Banking","Student / Job Seeker",0,40000,20000.0000,SQL,2022-06-16,25,25,21-25,"Asian / Asian American"
62aaeecd0f8c8599d5ba6923,No,7.0,7.0,2.0,2.0,7.0,9.0,Easy,"Good Work/Life Balance",Male,India,Bachelors,"Tech / IT","Student / Job Seeker",0,40000,20000.0000,Python,2022-06-16,33,33,31-35,"Asian / Asian American"
62aaf8397dc029e2d6773cde,Yes,4.0,8.0,8.0,8.0,10.0,10.0,"Very Easy","Remote Work",Male,"United Kingdom",Masters,"Tech / IT","Data Analyst",41000,65000,53000.0000,Python,2022-06-16,30,30,26-30,"White / Caucasian"
62aaff342e54c9003e5e79b8,Yes,0.0,4.0,2.0,0.0,1.0,3.0,"Neither easy nor difficult","Better Salary",Male,Niger,"High School","Tech / IT","Student / Job Seeker",0,40000,20000.0000,Python,2022-06-16,31,31,31-35,"Black / African"
62ab0bdc575fa3a5ae9413e5,Yes,5.0,6.0,5.0,6.0,2.0,1.0,Difficult,"Remote Work",Male,France,Masters,Automotive,"Student / Job Seeker",0,40000,20000.0000,Python,2022-06-16,22,22,21-25,Other
62ab1cb0cec54911e9d5d187,Yes,8.0,10.0,10.0,10.0,8.0,9.0,"Neither easy nor difficult","Remote Work",Female,"United States",Bachelors,"Tech / IT","Data Analyst",66000,85000,75500.0000,R,2022-06-16,38,38,36-40,"Black / African"
62ab3e62bae91e4b8b8ebe14,No,6.0,9.0,7.0,7.0,5.0,8.0,"Neither easy nor difficult","Good Work/Life Balance",Male,Malaysia,Bachelors,"Logistics & Warehousing","Data Analyst",0,40000,20000.0000,Python,2022-06-16,22,22,21-25,Other
62ab6ab318134ddc75dabb09,Yes,2.0,3.0,4.0,5.0,3.0,6.0,"Very Easy","Better Salary",Male,India,Bachelors,"Legal & Public Sector","Data Scientist",0,40000,20000.0000,Python,2022-06-16,33,33,31-35,"Asian / Asian American"
62ab83a7d8c00e9f54263d2e,Yes,3.0,6.0,6.0,6.0,5.0,5.0,"Neither easy nor difficult","Better Salary",Male,Canada,Bachelors,"Tech / IT","Data Analyst",41000,65000,53000.0000,Python,2022-06-16,27,27,26-30,"White / Caucasian"
62ab8bf65d257a28a319e9cb,No,0.0,6.0,3.0,0.0,0.0,10.0,"Neither easy nor difficult","Remote Work",Male,Algeria,Bachelors,"Tech / IT","Data Analyst",0,40000,20000.0000,R,2022-06-16,19,19,"Under 21","White / Caucasian"
62abec6cf3072dd8926f2ad0,No,1.0,6.0,2.0,5.0,1.0,0.0,"Neither easy nor difficult","Better Salary",Male,India,Bachelors,"Retail / E-Commerce",Other,0,40000,20000.0000,Python,2022-06-16,24,24,21-25,"Asian / Asian American"
62abee280f8c8599d5bc246d,No,8.0,10.0,9.0,10.0,8.0,10.0,"Very Easy","Good Culture",Female,"United States",Masters,"Finance / Banking",Other,150000,225000,187500.0000,Other,2022-06-16,58,58,50+,"White / Caucasian"
62acc1f0cf255543173e59f7,No,2.0,2.0,5.0,6.0,6.0,3.0,"Neither easy nor difficult","Good Work/Life Balance",Male,Nigeria,Bachelors,"Tech / IT","Data Analyst",0,40000,20000.0000,Python,2022-06-17,22,22,21-25,"Black / African"
62ace61d575fa3a5ae972d57,No,4.0,4.0,4.0,4.0,3.0,4.0,"Neither easy nor difficult","Better Salary",Male,Ireland,Masters,"Tech / IT","Data Analyst",86000,105000,95500.0000,Python,2022-06-17,26,26,26-30,"Asian / Asian American"
62acf0890f8c8599d5bdce87,No,4.0,5.0,4.0,5.0,5.0,3.0,Easy,"Good Culture",Female,"United Kingdom",Bachelors,"Tech / IT",Other,41000,65000,53000.0000,Other,2022-06-17,31,31,31-35,"White / Caucasian"
62ad591424a2626027471080,No,2.0,2.0,4.0,5.0,1.0,1.0,"Neither easy nor difficult","Better Salary",Male,"United States","High School",Entertainment,"Data Analyst",41000,65000,53000.0000,Python,2022-06-18,23,23,21-25,"Hispanic / Latino"
62ade22318134ddc75de385f,No,7.0,10.0,10.0,10.0,7.0,8.0,"Neither easy nor difficult","Remote Work",Female,"United States",Masters,Healthcare,"Data Analyst",86000,105000,95500.0000,Python,2022-06-18,31,31,31-35,"Asian / Asian American"
62adf26f18134ddc75de4bb4,No,5.0,5.0,7.0,7.0,9.0,10.0,Difficult,"Better Salary",Female,"United States",Bachelors,Construction,"Student / Job Seeker",66000,85000,75500.0000,Other,2022-06-18,24,24,21-25,"Asian / Asian American"
62ae680024a2626027483ebc,Yes,8.0,10.0,10.0,10.0,10.0,10.0,"Neither easy nor difficult","Better Salary",Male,Mexico,Bachelors,"Finance / Banking","Data Engineer",41000,65000,53000.0000,Python,2022-06-18,29,29,26-30,"Hispanic / Latino"
62aee103f8f756164595adb8,Yes,7.0,8.0,9.0,8.0,9.0,10.0,Difficult,"Good Work/Life Balance",Male,Indonesia,Bachelors,Education,"Student / Job Seeker",0,40000,20000.0000,Python,2022-06-19,26,26,26-30,"Asian / Asian American"
62af07be7dc029e2d67cc3c8,Yes,3.0,9.0,9.0,9.0,9.0,9.0,"Neither easy nor difficult","Better Salary",Male,India,"High School","Research & Science","Student / Job Seeker",0,40000,20000.0000,Python,2022-06-19,20,20,"Under 21","Asian / Asian American"
62af10295d257a28a31e6ff8,Yes,0.0,2.0,3.0,2.0,4.0,2.0,"Neither easy nor difficult","Better Salary",Male,India,Bachelors,Education,"Data Analyst",0,40000,20000.0000,Python,2022-06-19,23,23,21-25,"Asian / Asian American"
62af387018134ddc75df894e,No,8.0,8.0,9.0,8.0,7.0,7.0,"Neither easy nor difficult","Good Work/Life Balance",Male,"United States",Masters,"Tech / IT","Data Analyst",106000,125000,115500.0000,Python,2022-06-19,33,33,31-35,"White / Caucasian"
62af49025d257a28a31eb2f1,Yes,2.0,3.0,3.0,5.0,5.0,9.0,Easy,"Remote Work",Male,Nigeria,Bachelors,"Tech / IT","Student / Job Seeker",0,40000,20000.0000,Python,2022-06-19,26,26,26-30,"Black / African"
62af53ce0f8c8599d5c04934,Yes,3.0,9.0,8.0,8.0,6.0,6.0,Difficult,"Better Salary",Male,India,Bachelors,Consulting,"Data Analyst",0,40000,20000.0000,R,2022-06-19,27,27,26-30,"Asian / Asian American"
62af6371f8d5efcc2208e923,No,0.0,8.0,8.0,8.0,8.0,8.0,"Neither easy nor difficult","Better Salary",Male,Uzbekistan,Bachelors,Entertainment,"Student / Job Seeker",0,40000,20000.0000,SQL,2022-06-19,22,22,21-25,"Asian / Asian American"
62af9ed7f3072dd892739279,Yes,3.0,9.0,9.0,6.0,9.0,4.0,Easy,"Better Salary",Male,Spain,Masters,"Tech / IT","Data Analyst",0,40000,20000.0000,Python,2022-06-19,23,23,21-25,"White / Caucasian"
62b152960f8c8599d5c31550,Yes,3.0,6.0,7.0,5.0,4.0,4.0,"Neither easy nor difficult","Better Salary",Male,Mexico,Bachelors,"Food & Beverage",Other,0,40000,20000.0000,Python,2022-06-21,28,28,26-30,"Hispanic / Latino"
62b16a5c5d257a28a321a74c,No,7.0,5.0,4.0,6.0,4.0,5.0,Easy,"Good Work/Life Balance",Female,Portugal,Masters,"Finance / Banking","Data Analyst",41000,65000,53000.0000,SQL,2022-06-21,39,39,36-40,"White / Caucasian"
62b21d40bae91e4b8b985154,No,3.0,2.0,5.0,3.0,3.0,4.0,"Neither easy nor difficult","Better Salary",Male,"United States",Masters,Sports,Other,106000,125000,115500.0000,Python,2022-06-21,37,37,36-40,"White / Caucasian"
62b27004bc6861bf318c9038,Yes,4.0,7.0,7.0,7.0,7.0,7.0,Difficult,"Better Salary",Female,"United States",Masters,Education,"Data Architect / Database Administrator",41000,65000,53000.0000,SQL,2022-06-21,29,29,26-30,"White / Caucasian"
62b2ea87f8d5efcc220e3e21,Yes,5.0,6.0,6.0,5.0,4.0,3.0,Easy,"Good Work/Life Balance",Male,"United States",Masters,"Finance / Banking","Data Analyst",106000,125000,115500.0000,Python,2022-06-22,42,42,41-50,"White / Caucasian"
62b35284cec54911e9e1818c,No,0.0,0.0,0.0,0.0,0.0,0.0,"Neither easy nor difficult","Good Culture",Female,Canada,Bachelors,"Tech / IT","Student / Job Seeker",0,40000,20000.0000,R,2022-06-22,25,25,21-25,"Asian / Asian American"
62b4404df31287f32e14d1c1,Yes,5.0,5.0,5.0,5.0,4.0,5.0,Easy,"Better Salary",Male,Morocco,"High School","Retail / E-Commerce","Data Architect / Database Administrator",0,40000,20000.0000,Python,2022-06-23,66,66,50+,"Black / African"
62b525563f28f20328aeee5c,Yes,8.0,5.0,6.0,6.0,5.0,7.0,Easy,"Better Salary",Male,"United States",Bachelors,"Retail / E-Commerce","Data Analyst",125000,150000,137500.0000,R,2022-06-23,26,26,26-30,"White / Caucasian"
62b5a3e29bc428d5345f6e89,No,4.0,6.0,7.0,7.0,4.0,6.0,Difficult,"Better Salary",Male,"United States",Bachelors,Manufacturing,"Data Scientist",0,40000,20000.0000,R,2022-06-24,21,21,21-25,"White / Caucasian"
62b71083f31287f32e189026,Yes,1.0,2.0,1.0,2.0,1.0,2.0,Difficult,"Better Salary",Male,Oman,Bachelors,"Tech / IT","Student / Job Seeker",0,40000,20000.0000,Python,2022-06-25,26,26,26-30,"Asian / Asian American"
62b795033b026e423f287ecd,No,6.0,6.0,6.0,6.0,4.0,3.0,Easy,"Growth & Learning",Male,"Costa Rica",Bachelors,"Tech / IT","Data Engineer",0,40000,20000.0000,Python,2022-06-25,24,24,21-25,"Hispanic / Latino"
62b89039377223ff07b80fb5,No,8.0,7.0,6.0,7.0,6.0,8.0,Easy,"Remote Work",Male,"United States",Bachelors,Automotive,"Data Analyst",41000,65000,53000.0000,Python,2022-06-26,22,22,21-25,"Asian / Asian American"
